entry_id,exit_id,vehicle_id,vehicle_type,start_time,end_time,distance,travel_time,speed
780061,79007A,宁AN968S_0,1,2021-06-30 23:57:13,2021-07-01 00:01:42,6841.52,0.074722,91.56
780061,79007A,宁A0D053_0,1,2021-07-01 00:08:16,2021-07-01 00:12:56,6841.52,0.077778,87.962
780061,79007A,宁AJM992_0,1,2021-07-01 00:33:30,2021-07-01 00:37:43,6841.52,0.070278,97.349
780061,79007A,宁B87816_0,1,2021-07-01 00:54:14,2021-07-01 00:58:35,6841.52,0.0725,94.366
780061,79007A,苏EBN965_1,12,2021-07-01 00:58:50,2021-07-01 01:05:27,6841.52,0.110278,62.039
780061,79007A,宁BH1950_0,1,2021-07-01 01:25:29,2021-07-01 01:29:13,6841.52,0.062222,109.953
780061,79007A,晋A818Z0_0,1,2021-07-01 02:16:27,2021-07-01 02:20:39,6841.52,0.07,97.736
780061,79007A,宁AD398L_0,11,2021-07-01 02:51:26,2021-07-01 02:56:34,6841.52,0.085556,79.965
780061,79007A,宁AK223X_0,1,2021-07-01 03:17:49,2021-07-01 03:22:25,6841.52,0.076667,89.237
780061,79007A,宁AG039B_0,11,2021-07-01 03:14:17,2021-07-01 03:22:39,6841.52,0.139444,49.063
780061,79007A,宁AGX045_0,11,2021-07-01 03:44:24,2021-07-01 03:50:06,6841.52,0.095,72.016
780061,79007A,宁BW5992_0,1,2021-07-01 03:54:21,2021-07-01 04:00:57,6841.52,0.11,62.196
780061,79007A,宁BS6858_0,11,2021-07-01 04:37:00,2021-07-01 04:41:03,6841.52,0.0675,101.356
780061,79007A,蒙CH3379_0,1,2021-07-01 04:39:09,2021-07-01 04:43:55,6841.52,0.079444,86.118
780061,79007A,宁BBN328_0,1,2021-07-01 04:46:49,2021-07-01 04:51:15,6841.52,0.073889,92.592
780061,79007A,宁A21D36_0,1,2021-07-01 04:48:38,2021-07-01 04:53:04,6841.52,0.073889,92.592
780061,79007A,宁A3J281_0,11,2021-07-01 05:37:25,2021-07-01 05:42:47,6841.52,0.089444,76.489
780061,79007A,宁A7HA15_0,1,2021-07-01 05:52:52,2021-07-01 05:57:10,6841.52,0.071667,95.463
780061,79007A,蒙CYN128_0,1,2021-07-01 06:07:04,2021-07-01 06:11:14,6841.52,0.069444,98.519
780061,79007A,宁B45989_0,1,2021-07-01 06:07:22,2021-07-01 06:11:42,6841.52,0.072222,94.729
780061,79007A,宁A5865D_0,1,2021-07-01 06:16:25,2021-07-01 06:20:25,6841.52,0.066667,102.622
780061,79007A,宁ASS520_0,1,2021-07-01 06:18:11,2021-07-01 06:22:12,6841.52,0.066944,102.198
780061,79007A,宁AVM265_0,1,2021-07-01 06:26:09,2021-07-01 06:30:10,6841.52,0.066944,102.198
780061,79007A,宁BM3086_0,1,2021-07-01 06:29:15,2021-07-01 06:33:12,6841.52,0.065833,103.922
780061,79007A,宁A8CT26_0,11,2021-07-01 06:30:59,2021-07-01 06:35:45,6841.52,0.079444,86.118
780061,79007A,蒙LW5008_0,1,2021-07-01 06:31:47,2021-07-01 06:36:01,6841.52,0.070556,96.966
780061,79007A,宁BS6962_0,11,2021-07-01 06:31:22,2021-07-01 06:36:03,6841.52,0.078056,87.649
780061,79007A,宁B32518_0,1,2021-07-01 06:33:17,2021-07-01 06:38:13,6841.52,0.082222,83.208
780061,79007A,宁CCJ681_0,1,2021-07-01 06:36:11,2021-07-01 06:40:46,6841.52,0.076389,89.562
780061,79007A,蒙CBY096_0,11,2021-07-01 06:38:35,2021-07-01 06:43:11,6841.52,0.076667,89.237
780061,79007A,宁BS6880_0,11,2021-07-01 06:44:16,2021-07-01 06:49:29,6841.52,0.086944,78.689
780061,79007A,宁AB582Y_0,1,2021-07-01 06:49:22,2021-07-01 06:53:37,6841.52,0.070833,96.587
780061,79007A,蒙CY1641_0,1,2021-07-01 06:49:47,2021-07-01 06:53:42,6841.52,0.065278,104.806
780061,79007A,宁BU1119_0,1,2021-07-01 06:51:09,2021-07-01 06:55:26,6841.52,0.071389,95.834
780061,79007A,蒙C43640_0,11,2021-07-01 06:51:05,2021-07-01 06:55:33,6841.52,0.074444,91.902
780061,79007A,宁A8DT22_0,1,2021-07-01 06:53:12,2021-07-01 06:57:27,6841.52,0.070833,96.587
780061,79007A,宁AUP630_0,11,2021-07-01 06:56:06,2021-07-01 07:00:35,6841.52,0.074722,91.56
