entry_id,exit_id,vehicle_id,vehicle_type,start_time,end_time,distance,travel_time,speed
790064,79007A,贵CG1857_1,12,2021-07-01 01:02:23,2021-07-01 01:05:26,4417.16,0.050833,86.896
790064,79007A,宁B83760_0,1,2021-07-01 02:48:26,2021-07-01 02:50:46,4417.16,0.038889,113.584
790064,79007A,鲁Q916GM_1,14,2021-07-01 04:35:50,2021-07-01 04:38:47,4417.16,0.049167,89.84
790064,79007A,宁A90T78_0,1,2021-07-01 06:24:47,2021-07-01 06:27:39,4417.16,0.047778,92.452
790064,79007A,宁CR6123_0,1,2021-07-01 06:57:27,2021-07-01 06:59:47,4417.16,0.038889,113.584
790064,79007A,宁E97599_1,16,2021-07-01 07:05:20,2021-07-01 07:08:26,4417.16,0.051667,85.493
790064,79007A,甘D76203_1,12,2021-07-01 07:14:21,2021-07-01 07:17:46,4417.16,0.056944,77.57
790064,79007A,冀EN2489_1,16,2021-07-01 07:15:53,2021-07-01 07:18:52,4417.16,0.049722,88.837
790064,79007A,宁C5C767_0,1,2021-07-01 07:22:02,2021-07-01 07:24:29,4417.16,0.040833,108.176
790064,79007A,宁DEL860_0,1,2021-07-01 07:56:47,2021-07-01 07:59:19,4417.16,0.042222,104.617
790064,79007A,宁B76688_0,1,2021-07-01 08:12:10,2021-07-01 08:14:46,4417.16,0.043333,101.935
790064,79007A,冀FV9192_1,16,2021-07-01 08:11:59,2021-07-01 08:15:12,4417.16,0.053611,82.393
790064,79007A,宁CAX970_0,1,2021-07-01 08:15:00,2021-07-01 08:17:53,4417.16,0.048056,91.917
790064,79007A,宁CC3576_0,1,2021-07-01 08:28:52,2021-07-01 08:31:16,4417.16,0.04,110.429
790064,79007A,宁A4509A_0,1,2021-07-01 08:35:54,2021-07-01 08:38:20,4417.16,0.040556,108.915
790064,79007A,宁CJD669_0,1,2021-07-01 08:37:46,2021-07-01 08:40:16,4417.16,0.041667,106.011
790064,79007A,宁E25608_0,1,2021-07-01 08:37:41,2021-07-01 08:40:49,4417.16,0.052222,84.584
790064,79007A,宁CBE069_0,1,2021-07-01 08:46:29,2021-07-01 08:49:35,4417.16,0.051667,85.493
790064,79007A,宁CY9160_0,1,2021-07-01 08:48:29,2021-07-01 08:51:11,4417.16,0.045,98.159
790064,79007A,宁AJC778_0,1,2021-07-01 08:53:18,2021-07-01 08:55:38,4417.16,0.038889,113.584
790064,79007A,宁CE3356_0,1,2021-07-01 08:56:40,2021-07-01 08:59:24,4417.16,0.045556,96.961
790064,79007A,宁A1V689_0,1,2021-07-01 09:01:11,2021-07-01 09:03:38,4417.16,0.040833,108.176
790064,79007A,宁DZ5655_0,1,2021-07-01 09:09:12,2021-07-01 09:11:50,4417.16,0.043889,100.644
790064,79007A,宁CHS820_0,1,2021-07-01 09:13:11,2021-07-01 09:15:18,4417.16,0.035278,125.21
790064,79007A,宁CM8787_0,1,2021-07-01 09:19:00,2021-07-01 09:21:35,4417.16,0.043056,102.591
790064,79007A,宁A5432E_0,1,2021-07-01 09:20:27,2021-07-01 09:23:00,4417.16,0.0425,103.933
790064,79007A,宁E27597_0,1,2021-07-01 09:22:11,2021-07-01 09:24:23,4417.16,0.036667,120.467
790064,79007A,宁AH546H_0,1,2021-07-01 09:23:44,2021-07-01 09:26:02,4417.16,0.038333,115.231
790064,79007A,宁EDX719_0,11,2021-07-01 09:26:43,2021-07-01 09:29:03,4417.16,0.038889,113.584
790064,79007A,宁CHY183_0,11,2021-07-01 09:30:33,2021-07-01 09:33:32,4417.16,0.049722,88.837
790064,79007A,宁CR3758_0,1,2021-07-01 09:36:39,2021-07-01 09:39:17,4417.16,0.043889,100.644
790064,79007A,宁CDS662_0,1,2021-07-01 09:43:14,2021-07-01 09:45:47,4417.16,0.0425,103.933
790064,79007A,宁AA819A_0,1,2021-07-01 09:48:47,2021-07-01 09:51:21,4417.16,0.042778,103.258
790064,79007A,宁C50439_0,1,2021-07-01 09:52:22,2021-07-01 09:54:41,4417.16,0.038611,114.402
790064,79007A,宁A6FS60_0,1,2021-07-01 09:53:47,2021-07-01 09:56:31,4417.16,0.045556,96.961
790064,79007A,宁C3B432_0,1,2021-07-01 09:54:38,2021-07-01 09:57:14,4417.16,0.043333,101.935
790064,79007A,宁EQ5272_0,1,2021-07-01 09:56:13,2021-07-01 09:59:04,4417.16,0.0475,92.993
790064,79007A,苏E6R992_1,15,2021-07-01 10:01:00,2021-07-01 10:04:21,4417.16,0.055833,79.114
790064,79007A,宁A20H10_0,1,2021-07-01 10:03:12,2021-07-01 10:05:48,4417.16,0.043333,101.935
790064,79007A,宁AG454H_0,1,2021-07-01 10:05:51,2021-07-01 10:08:03,4417.16,0.036667,120.467
790064,79007A,冀RA5Y83_0,1,2021-07-01 10:10:56,2021-07-01 10:13:56,4417.16,0.05,88.343
790064,79007A,宁AVE562_0,1,2021-07-01 10:12:44,2021-07-01 10:15:10,4417.16,0.040556,108.915
790064,79007A,宁A112W1_0,1,2021-07-01 10:26:28,2021-07-01 10:29:00,4417.16,0.042222,104.617
790064,79007A,宁AX588D_0,1,2021-07-01 10:26:36,2021-07-01 10:29:05,4417.16,0.041389,106.723
790064,79007A,琼CU8567_0,1,2021-07-01 10:27:05,2021-07-01 10:29:43,4417.16,0.043889,100.644
790064,79007A,宁EG6136_0,1,2021-07-01 10:30:40,2021-07-01 10:33:18,4417.16,0.043889,100.644
790064,79007A,宁EBQ860_0,1,2021-07-01 10:34:07,2021-07-01 10:36:34,4417.16,0.040833,108.176
790064,79007A,宁AN1288_0,1,2021-07-01 10:36:28,2021-07-01 10:38:55,4417.16,0.040833,108.176
790064,79007A,宁AXW661_0,1,2021-07-01 10:37:52,2021-07-01 10:40:17,4417.16,0.040278,109.667
790064,79007A,宁A8EK72_0,1,2021-07-01 10:38:26,2021-07-01 10:41:00,4417.16,0.042778,103.258
790064,79007A,宁CKG781_0,1,2021-07-01 10:44:35,2021-07-01 10:46:56,4417.16,0.039167,112.778
790064,79007A,宁CW9361_0,1,2021-07-01 10:45:52,2021-07-01 10:48:34,4417.16,0.045,98.159
790064,79007A,宁A7X757_0,1,2021-07-01 10:48:00,2021-07-01 10:50:40,4417.16,0.044444,99.387
790064,79007A,宁CQ9668_0,1,2021-07-01 10:50:29,2021-07-01 10:53:12,4417.16,0.045278,97.556
790064,79007A,宁AXJ212_0,1,2021-07-01 10:54:54,2021-07-01 10:57:41,4417.16,0.046389,95.22
790064,79007A,宁C5D077_0,1,2021-07-01 11:05:35,2021-07-01 11:08:16,4417.16,0.044722,98.769
790064,79007A,宁A5C615_0,1,2021-07-01 11:08:44,2021-07-01 11:11:35,4417.16,0.0475,92.993
790064,79007A,宁AWE138_0,1,2021-07-01 11:14:20,2021-07-01 11:17:08,4417.16,0.046667,94.653
790064,79007A,宁D73966_0,1,2021-07-01 11:15:40,2021-07-01 11:18:01,4417.16,0.039167,112.778
790064,79007A,宁CKY260_0,1,2021-07-01 11:15:48,2021-07-01 11:18:18,4417.16,0.041667,106.011
790064,79007A,宁AS857D_0,11,2021-07-01 11:22:39,2021-07-01 11:25:04,4417.16,0.040278,109.667
