entry_id,exit_id,vehicle_id,vehicle_type,start_time,end_time,distance,travel_time,speed
780079,780063,宁C13886_0,1,2021-06-01 16:20:07,2021-06-01 16:22:06,4417.16,0.033056,133.627
780079,780063,晋L3142F_0,1,2021-06-01 16:22:44,2021-06-01 16:24:51,4417.16,0.035278,125.21
780079,780063,宁AM686C_0,1,2021-06-01 17:46:45,2021-06-01 17:48:40,4417.16,0.031944,138.278
780079,780063,吉AP9788_1,12,2021-06-02 05:13:52,2021-06-02 05:17:24,4417.16,0.058889,75.008
780079,780063,甘JCA685_0,11,2021-06-02 05:23:19,2021-06-02 05:25:49,4417.16,0.041667,106.011
780079,780063,鲁Q569HW_1,16,2021-06-02 05:38:50,2021-06-02 05:41:24,4417.16,0.042778,103.258
780079,780063,宁AP4455_0,1,2021-06-02 06:08:59,2021-06-02 06:11:32,4417.16,0.0425,103.933
780079,780063,陕AW2795_1,14,2021-06-02 06:08:53,2021-06-02 06:11:49,4417.16,0.048889,90.351
780079,780063,陕AGH100_0,1,2021-06-02 06:29:24,2021-06-02 06:31:20,4417.16,0.032222,137.085
780079,780063,宁A1F571_0,1,2021-06-02 07:20:21,2021-06-02 07:22:24,4417.16,0.034167,129.281
780079,780063,宁AE349P_0,1,2021-06-02 07:32:03,2021-06-02 07:34:25,4417.16,0.039444,111.986
780079,780063,鲁NE5086_1,16,2021-06-02 07:36:53,2021-06-02 07:39:37,4417.16,0.045556,96.961
780079,780063,宁A31001_0,1,2021-06-02 07:37:44,2021-06-02 07:39:45,4417.16,0.033611,131.42
780079,780063,宁AKJ330_0,1,2021-06-02 08:19:06,2021-06-02 08:20:56,4417.16,0.030556,144.559
780079,780063,宁A5KP10_0,1,2021-06-02 08:34:11,2021-06-02 08:36:28,4417.16,0.038056,116.07
780079,780063,津CD7911_1,16,2021-06-02 08:48:02,2021-06-02 08:50:53,4417.16,0.0475,92.993
780079,780063,宁ABD616_0,1,2021-06-02 08:52:19,2021-06-02 08:54:33,4417.16,0.037222,118.671
780079,780063,辽B3M63C_0,1,2021-06-02 09:01:10,2021-06-02 09:03:09,4417.16,0.033056,133.627
780079,780063,浙J3D8J5_0,1,2021-06-02 09:04:40,2021-06-02 09:07:14,4417.16,0.042778,103.258
780079,780063,宁A1CU11_0,11,2021-06-02 09:09:25,2021-06-02 09:11:31,4417.16,0.035,126.205
780079,780063,宁A40680_0,1,2021-06-02 09:15:42,2021-06-02 09:17:59,4417.16,0.038056,116.07
780079,780063,甘AJ7196_0,1,2021-06-02 09:28:34,2021-06-02 09:30:40,4417.16,0.035,126.205
780079,780063,甘AK2195_0,1,2021-06-02 09:28:32,2021-06-02 09:30:42,4417.16,0.036111,122.322
780079,780063,宁AR012Q_0,1,2021-06-02 09:37:59,2021-06-02 09:39:51,4417.16,0.031111,141.981
780079,780063,晋C5677X_0,1,2021-06-02 09:48:50,2021-06-02 09:51:24,4417.16,0.042778,103.258
780079,780063,晋CKW856_0,1,2021-06-02 09:48:53,2021-06-02 09:51:26,4417.16,0.0425,103.933
780079,780063,宁DFF762_0,1,2021-06-02 10:01:14,2021-06-02 10:03:16,4417.16,0.033889,130.342
780079,780063,宁A2X461_0,1,2021-06-02 10:01:33,2021-06-02 10:03:47,4417.16,0.037222,118.671
780079,780063,宁A6J501_0,1,2021-06-02 10:02:18,2021-06-02 10:04:47,4417.16,0.041389,106.723
780079,780063,宁A781V5_0,11,2021-06-02 10:21:43,2021-06-02 10:23:47,4417.16,0.034444,128.242
780079,780063,蒙CMK856_0,1,2021-06-02 10:23:31,2021-06-02 10:25:48,4417.16,0.038056,116.07
780079,780063,宁A7A773_0,1,2021-06-02 10:38:54,2021-06-02 10:40:58,4417.16,0.034444,128.242
780079,780063,宁A1V866_0,1,2021-06-02 10:48:48,2021-06-02 10:50:57,4417.16,0.035833,123.271
780079,780063,宁A0CB19_0,1,2021-06-02 10:54:59,2021-06-02 10:56:46,4417.16,0.029722,148.616
780079,780063,蒙K5V639_0,11,2021-06-02 11:09:41,2021-06-02 11:11:47,4417.16,0.035,126.205
780079,780063,宁AKJ330_0,1,2021-06-02 11:10:07,2021-06-02 11:11:56,4417.16,0.030278,145.887
780079,780063,宁A2Y513_0,1,2021-06-02 12:18:03,2021-06-02 12:20:49,4417.16,0.046111,95.794
780079,780063,吉AS9587_1,12,2021-06-02 12:26:26,2021-06-02 12:29:24,4417.16,0.049444,89.337
780079,780063,宁AUE495_0,1,2021-06-02 12:29:34,2021-06-02 12:32:34,4417.16,0.05,88.343
780079,780063,津C81916_1,16,2021-06-02 12:32:03,2021-06-02 12:34:46,4417.16,0.045278,97.556
780079,780063,浙A7Z233_1,12,2021-06-02 12:38:09,2021-06-02 12:40:47,4417.16,0.043889,100.644
780079,780063,吉CH0918_1,13,2021-06-02 13:09:29,2021-06-02 13:12:21,4417.16,0.047778,92.452
780079,780063,宁A2797F_0,1,2021-06-02 13:14:48,2021-06-02 13:16:45,4417.16,0.0325,135.913
780079,780063,宁A8KV72_0,1,2021-06-02 13:20:26,2021-06-02 13:22:36,4417.16,0.036111,122.322
780079,780063,津CE1596_1,16,2021-06-02 13:42:08,2021-06-02 13:45:27,4417.16,0.055278,79.908
780079,780063,宁CE0657_1,16,2021-06-02 13:45:49,2021-06-02 13:48:25,4417.16,0.043333,101.935
780079,780063,宁AA607X_0,1,2021-06-02 13:58:34,2021-06-02 14:00:44,4417.16,0.036111,122.322
780079,780063,蒙MFG671_0,1,2021-06-02 14:03:08,2021-06-02 14:05:35,4417.16,0.040833,108.176
780079,780063,宁AE7361_1,22,2021-06-02 14:04:40,2021-06-02 14:14:16,4417.16,0.16,27.607
780079,780063,宁AWB908_0,1,2021-06-02 14:36:02,2021-06-02 14:38:11,4417.16,0.035833,123.271
780079,780063,宁EAV666_0,1,2021-06-02 14:58:12,2021-06-02 15:00:00,4417.16,0.03,147.239
780079,780063,宁AP592Z_0,1,2021-06-02 14:57:51,2021-06-02 15:00:09,4417.16,0.038333,115.231
780079,780063,宁AJ2255_1,12,2021-06-02 15:06:32,2021-06-02 15:09:20,4417.16,0.046667,94.653
780079,780063,甘DCE825_0,1,2021-06-02 15:22:30,2021-06-02 15:24:41,4417.16,0.036389,121.387
780079,780063,甘M85K05_0,1,2021-06-02 15:36:43,2021-06-02 15:38:48,4417.16,0.034722,127.215
780079,780063,宁AMM631_0,1,2021-06-02 15:42:27,2021-06-02 15:44:54,4417.16,0.040833,108.176
780079,780063,冀J5A107_1,16,2021-06-02 15:43:29,2021-06-02 15:46:04,4417.16,0.043056,102.591
780079,780063,宁ANC719_0,1,2021-06-02 16:09:18,2021-06-02 16:11:49,4417.16,0.041944,105.311
780079,780063,宁AFZ361_0,1,2021-06-02 16:09:52,2021-06-02 16:12:27,4417.16,0.043056,102.591
780079,780063,宁A156T2_0,1,2021-06-02 16:26:22,2021-06-02 16:28:29,4417.16,0.035278,125.21
780079,780063,宁AE373E_0,1,2021-06-02 16:39:38,2021-06-02 16:42:24,4417.16,0.046111,95.794
780079,780063,宁CLW590_0,11,2021-06-02 16:46:23,2021-06-02 16:48:56,4417.16,0.0425,103.933
780079,780063,宁A2CW38_0,1,2021-06-02 16:53:19,2021-06-02 16:55:45,4417.16,0.040556,108.915
780079,780063,浙A0Q837_1,12,2021-06-02 17:10:04,2021-06-02 17:12:29,4417.16,0.040278,109.667
780079,780063,宁BCR978_0,1,2021-06-02 17:10:28,2021-06-02 17:12:44,4417.16,0.037778,116.924
780079,780063,宁AM755M_0,1,2021-06-02 17:17:59,2021-06-02 17:20:20,4417.16,0.039167,112.778
780079,780063,宁A9EV01_0,1,2021-06-02 17:19:07,2021-06-02 17:21:46,4417.16,0.044167,100.01
780079,780063,宁CN8818_0,1,2021-06-02 17:22:29,2021-06-02 17:24:26,4417.16,0.0325,135.913
780079,780063,宁AM533Z_0,1,2021-06-02 17:39:42,2021-06-02 17:41:44,4417.16,0.033889,130.342
780079,780063,鲁H80X27_1,13,2021-06-02 17:38:38,2021-06-02 17:41:56,4417.16,0.055,80.312
780079,780063,宁AE3608_1,16,2021-06-02 18:08:09,2021-06-02 18:10:45,4417.16,0.043333,101.935
780079,780063,宁CER976_0,1,2021-06-02 18:42:24,2021-06-02 18:44:26,4417.16,0.033889,130.342
780079,780063,宁A1JH08_0,1,2021-06-02 18:43:21,2021-06-02 18:45:47,4417.16,0.040556,108.915
780079,780063,宁E69860_1,16,2021-06-02 19:29:15,2021-06-02 19:32:21,4417.16,0.051667,85.493
780079,780063,宁CGE882_0,1,2021-06-02 19:51:30,2021-06-02 19:53:55,4417.16,0.040278,109.667
780079,780063,晋KM1820_1,16,2021-06-02 20:20:58,2021-06-02 20:23:35,4417.16,0.043611,101.285
780079,780063,宁CE1651_1,13,2021-06-02 20:32:29,2021-06-02 20:35:28,4417.16,0.049722,88.837
780079,780063,宁E25643_0,1,2021-06-02 21:41:20,2021-06-02 21:43:48,4417.16,0.041111,107.445
780079,780063,宁CJ7959_0,1,2021-06-02 22:20:50,2021-06-02 22:23:34,4417.16,0.045556,96.961
780079,780063,苏A8A900_1,13,2021-06-03 00:38:02,2021-06-03 00:40:28,4417.16,0.040556,108.915
780079,780063,陕AT3399_1,16,2021-06-03 00:56:04,2021-06-03 00:58:53,4417.16,0.046944,94.094
