entry_id,exit_id,vehicle_id,vehicle_type,start_time,end_time,distance,travel_time,speed
780067,780069,蒙L52171_1,12,2021-08-01 00:22:28,2021-08-01 00:24:15,4363.31,0.029722,146.804
780067,780069,蒙M19309_1,13,2021-08-01 05:01:25,2021-08-01 05:03:36,4363.31,0.036389,119.907
780067,780069,鲁ND9259_1,16,2021-08-01 05:52:09,2021-08-01 05:53:59,4363.31,0.030556,142.797
780067,780069,宁AH512V_0,1,2021-08-01 06:10:35,2021-08-01 06:12:20,4363.31,0.029167,149.597
780067,780069,蒙CWD726_0,11,2021-08-01 06:46:28,2021-08-01 06:48:18,4363.31,0.030556,142.797
780067,780069,宁A59063_0,11,2021-08-01 06:58:17,2021-08-01 07:00:27,4363.31,0.036111,120.83
780067,780069,宁BAD968_0,11,2021-08-01 07:33:33,2021-08-01 07:35:31,4363.31,0.032778,133.117
780067,780069,宁E68210_1,16,2021-08-01 07:59:55,2021-08-01 08:01:45,4363.31,0.030556,142.797
780067,780069,宁AFC631_0,11,2021-08-01 09:23:50,2021-08-01 09:25:44,4363.31,0.031667,137.787
780067,780069,冀JR6536_1,13,2021-08-01 11:24:03,2021-08-01 11:26:03,4363.31,0.033333,130.901
780067,780069,宁AVQ859_0,11,2021-08-01 12:33:16,2021-08-01 12:35:07,4363.31,0.030833,141.514
780067,780069,冀JR6512_1,16,2021-08-01 13:46:33,2021-08-01 13:48:20,4363.31,0.029722,146.804
780067,780069,冀JR6563_1,13,2021-08-01 14:03:53,2021-08-01 14:05:44,4363.31,0.030833,141.514
780067,780069,陕ABC100_1,12,2021-08-01 14:24:29,2021-08-01 14:26:15,4363.31,0.029444,148.19
780067,780069,鲁UN6062_1,12,2021-08-01 14:24:36,2021-08-01 14:26:21,4363.31,0.029167,149.597
780067,780069,宁A59063_0,11,2021-08-01 15:02:04,2021-08-01 15:04:09,4363.31,0.034722,125.664
780067,780069,宁CF8372_0,1,2021-08-01 16:10:05,2021-08-01 16:11:56,4363.31,0.030833,141.514
780067,780069,宁AHF229_0,1,2021-08-01 17:25:17,2021-08-01 17:27:07,4363.31,0.030556,142.797
780067,780069,宁CBL319_0,11,2021-08-01 17:27:34,2021-08-01 17:29:31,4363.31,0.0325,134.256
780067,780069,宁AK5982_1,16,2021-08-01 18:31:56,2021-08-01 18:35:11,4363.31,0.054167,80.553
780067,780069,冀JN1560_1,16,2021-08-01 20:11:32,2021-08-01 20:13:17,4363.31,0.029167,149.597
780067,780069,宁AQR392_0,1,2021-08-01 20:12:12,2021-08-01 20:13:58,4363.31,0.029444,148.19
780067,780069,宁AB6063_1,16,2021-08-01 20:30:12,2021-08-01 20:32:02,4363.31,0.030556,142.797
780067,780069,宁A1AH12_0,1,2021-08-01 21:17:02,2021-08-01 21:19:13,4363.31,0.036389,119.907
780067,780069,黑CF1698_0,1,2021-08-01 21:53:02,2021-08-01 21:55:10,4363.31,0.035556,122.717
780067,780069,宁AUP683_0,1,2021-08-01 22:34:05,2021-08-01 22:35:51,4363.31,0.029444,148.19
780067,780069,宁AE191K_0,1,2021-08-01 22:58:57,2021-08-01 23:01:40,4363.31,0.045278,96.367
780067,780069,宁AU050Y_0,11,2021-08-01 23:39:07,2021-08-01 23:40:52,4363.31,0.029167,149.597
780067,780069,宁CEB788_0,1,2021-08-01 23:50:09,2021-08-01 23:52:13,4363.31,0.034444,126.678
780067,780069,浙A2W597_1,12,2021-08-02 01:45:58,2021-08-02 01:47:47,4363.31,0.030278,144.108
780067,780069,宁AZ582H_0,11,2021-08-02 02:17:45,2021-08-02 02:19:30,4363.31,0.029167,149.597
780067,780069,宁AS396J_0,11,2021-08-02 03:54:49,2021-08-02 03:56:41,4363.31,0.031111,140.25
780067,780069,宁A85531_0,11,2021-08-02 04:16:54,2021-08-02 04:18:42,4363.31,0.03,145.444
780067,780069,蒙CJ0629_0,11,2021-08-02 04:16:58,2021-08-02 04:18:44,4363.31,0.029444,148.19
780067,780069,蒙M19309_1,13,2021-08-02 05:04:14,2021-08-02 05:06:28,4363.31,0.037222,117.224
780067,780069,宁A59063_0,11,2021-08-02 06:53:24,2021-08-02 06:55:28,4363.31,0.034444,126.678
780067,780069,宁A26097_0,1,2021-08-02 09:37:47,2021-08-02 09:39:34,4363.31,0.029722,146.804
780067,780069,宁A50M05_0,11,2021-08-02 09:56:42,2021-08-02 09:58:28,4363.31,0.029444,148.19
780067,780069,宁AQ382Y_0,11,2021-08-02 10:14:53,2021-08-02 10:16:39,4363.31,0.029444,148.19
780067,780069,冀RF3008_1,13,2021-08-02 10:21:47,2021-08-02 10:23:39,4363.31,0.031111,140.25
780067,780069,宁A9Z628_0,1,2021-08-02 10:25:17,2021-08-02 10:27:03,4363.31,0.029444,148.19
780067,780069,宁ARS536_0,1,2021-08-02 12:36:17,2021-08-02 12:38:10,4363.31,0.031389,139.008
780067,780069,宁A8LD71_0,1,2021-08-02 14:10:13,2021-08-02 14:11:58,4363.31,0.029167,149.597
780067,780069,宁AS537G_0,11,2021-08-02 14:18:54,2021-08-02 14:20:42,4363.31,0.03,145.444
780067,780069,宁BU3527_0,11,2021-08-02 14:56:11,2021-08-02 14:58:20,4363.31,0.035833,121.768
780067,780069,宁A59063_0,11,2021-08-02 14:57:52,2021-08-02 14:59:51,4363.31,0.033056,131.998
780067,780069,宁AB9192_1,16,2021-08-02 15:49:50,2021-08-02 15:51:45,4363.31,0.031944,136.592
780067,780069,宁A7398J_0,1,2021-08-02 15:59:11,2021-08-02 16:00:58,4363.31,0.029722,146.804
780067,780069,宁A563Y0_0,1,2021-08-02 16:05:47,2021-08-02 16:07:38,4363.31,0.030833,141.514
780067,780069,冀JM9601_1,16,2021-08-02 16:50:30,2021-08-02 16:52:16,4363.31,0.029444,148.19
780067,780069,宁CZ3636_0,11,2021-08-02 17:02:42,2021-08-02 17:04:42,4363.31,0.033333,130.901
780067,780069,宁CH6380_0,11,2021-08-02 17:35:20,2021-08-02 17:37:27,4363.31,0.035278,123.684
780067,780069,冀JR6513_1,13,2021-08-02 18:26:35,2021-08-02 18:28:26,4363.31,0.030833,141.514
780067,780069,宁AF055Q_0,11,2021-08-02 18:38:34,2021-08-02 18:40:34,4363.31,0.033333,130.901
780067,780069,宁AB9677_1,13,2021-08-02 19:53:37,2021-08-02 19:55:22,4363.31,0.029167,149.597
780067,780069,宁CC9953_0,11,2021-08-02 20:49:12,2021-08-02 20:50:57,4363.31,0.029167,149.597
780067,780069,辽HF0371_1,16,2021-08-02 22:16:48,2021-08-02 22:18:34,4363.31,0.029444,148.19
780067,780069,宁AR196H_0,1,2021-08-02 22:29:12,2021-08-02 22:30:57,4363.31,0.029167,149.597
780067,780069,宁A9595J_0,1,2021-08-02 23:03:06,2021-08-02 23:05:38,4363.31,0.042222,103.342
780067,780069,宁AE6837_1,16,2021-08-03 06:20:26,2021-08-03 06:22:18,4363.31,0.031111,140.25
780067,780069,宁A59063_0,11,2021-08-03 06:58:23,2021-08-03 07:00:30,4363.31,0.035278,123.684
780067,780069,蒙M19309_1,13,2021-08-03 07:04:49,2021-08-03 07:06:45,4363.31,0.032222,135.414
780067,780069,宁BAD968_0,11,2021-08-03 07:15:01,2021-08-03 07:17:07,4363.31,0.035,124.666
780067,780069,宁B33655_1,16,2021-08-03 07:56:49,2021-08-03 07:58:34,4363.31,0.029167,149.597
780067,780069,宁AU876Z_0,11,2021-08-03 08:08:15,2021-08-03 08:10:10,4363.31,0.031944,136.592
780067,780069,宁A26097_0,1,2021-08-03 08:23:49,2021-08-03 08:25:52,4363.31,0.034167,127.705
780067,780069,宁AFC631_0,11,2021-08-03 09:18:55,2021-08-03 09:20:50,4363.31,0.031944,136.592
780067,780069,宁AKB627_0,11,2021-08-03 09:55:35,2021-08-03 09:57:32,4363.31,0.0325,134.256
780067,780069,宁A9Q761_0,11,2021-08-03 09:58:45,2021-08-03 10:00:43,4363.31,0.032778,133.117
780067,780069,宁CKV152_0,11,2021-08-03 11:14:51,2021-08-03 11:16:51,4363.31,0.033333,130.901
780067,780069,冀JR6512_1,16,2021-08-03 13:24:05,2021-08-03 13:25:52,4363.31,0.029722,146.804
780067,780069,宁AS537G_0,11,2021-08-03 14:20:48,2021-08-03 14:22:35,4363.31,0.029722,146.804
780067,780069,津MUR969_0,1,2021-08-03 14:47:13,2021-08-03 14:51:11,4363.31,0.066111,66.0
780067,780069,宁A59063_0,11,2021-08-03 14:59:37,2021-08-03 15:01:40,4363.31,0.034167,127.705
780067,780069,蒙M45011_0,1,2021-08-03 16:38:39,2021-08-03 16:40:28,4363.31,0.030278,144.108
780067,780069,甘M14805_1,14,2021-08-03 17:05:29,2021-08-03 17:07:45,4363.31,0.037778,115.499
780067,780069,宁AV535G_0,1,2021-08-03 17:06:19,2021-08-03 17:08:06,4363.31,0.029722,146.804
780067,780069,宁AHT728_0,1,2021-08-03 17:06:22,2021-08-03 17:08:07,4363.31,0.029167,149.597
780067,780069,蒙AG211Q_0,11,2021-08-03 19:25:54,2021-08-03 19:27:52,4363.31,0.032778,133.117
780067,780069,豫EL9380_1,16,2021-08-03 19:44:00,2021-08-03 19:45:51,4363.31,0.030833,141.514
780067,780069,宁CG2907_0,1,2021-08-03 20:42:03,2021-08-03 20:43:50,4363.31,0.029722,146.804
780067,780069,宁A2NQ72_0,11,2021-08-03 21:38:03,2021-08-03 21:39:53,4363.31,0.030556,142.797
780067,780069,宁AMV121_0,11,2021-08-03 22:11:28,2021-08-03 22:13:21,4363.31,0.031389,139.008
780067,780069,甘AZ6S80_0,11,2021-08-04 00:41:55,2021-08-04 00:43:41,4363.31,0.029444,148.19
780067,780069,宁A9HG02_0,11,2021-08-04 04:07:04,2021-08-04 04:09:02,4363.31,0.032778,133.117
780067,780069,宁A03X82_0,11,2021-08-04 04:34:49,2021-08-04 04:36:53,4363.31,0.034444,126.678
780067,780069,蒙M19309_1,13,2021-08-04 05:01:08,2021-08-04 05:03:06,4363.31,0.032778,133.117
780067,780069,冀JR6557_1,16,2021-08-04 06:11:53,2021-08-04 06:13:39,4363.31,0.029444,148.19
780067,780069,宁AA7759_1,12,2021-08-04 06:24:54,2021-08-04 06:26:44,4363.31,0.030556,142.797
780067,780069,宁A59063_0,11,2021-08-04 06:52:05,2021-08-04 06:54:10,4363.31,0.034722,125.664
780067,780069,冀JR6551_1,16,2021-08-04 10:58:44,2021-08-04 11:00:32,4363.31,0.03,145.444
780067,780069,宁CH6380_0,11,2021-08-04 11:31:25,2021-08-04 11:33:25,4363.31,0.033333,130.901
780067,780069,宁A0JC88_0,11,2021-08-04 12:04:39,2021-08-04 12:06:30,4363.31,0.030833,141.514
780067,780069,甘L2Q883_0,11,2021-08-04 12:08:05,2021-08-04 12:09:50,4363.31,0.029167,149.597
