vehicle_id,vehicle_type,time,whether_app,pre_sum,label_sum
青ANH707_0,1,b'2021-08-18 14:43:22',0,29.575717449188232,29.51669991016388
宁B99275_0,1,b'2021-08-18 14:44:10',1,27.167378067970276,26.749979853630066
宁CGJ993_0,1,b'2021-08-18 14:45:10',1,27.06347644329071,27.349979281425476
宁CER053_0,11,b'2021-08-18 14:45:18',0,35.98795294761658,41.21670126914978
宁C50891_1,2,b'2021-08-18 14:45:37',0,31.569600105285645,32.05001950263977
晋MQ6043_1,12,b'2021-08-18 14:46:25',1,34.49753165245056,38.09993863105774
甘H9L272_0,1,b'2021-08-18 14:47:37',1,27.409311532974243,27.13331937789917
宁C23666_0,1,b'2021-08-18 14:48:23',1,26.99786603450775,25.733399391174316
宁DAG708_0,1,b'2021-08-18 14:53:12',1,27.058696746826172,30.983340740203857
浙DR975X_0,1,b'2021-08-18 14:55:35',0,26.009920835494995,26.01666033267975
宁A9A173_0,1,b'2021-08-18 14:57:21',0,27.138574719429016,31.033319234848022
宁CKW399_0,1,b'2021-08-18 14:57:27',1,27.084015011787415,32.0499587059021
宁BAE198_0,1,b'2021-08-18 15:00:17',1,26.785215139389038,32.50001907348633
宁CU8105_0,1,b'2021-08-18 15:02:25',1,27.16702401638031,29.066700339317322
宁A5AG68_0,1,b'2021-08-18 15:03:58',1,27.046077847480774,25.716660618782043
宁A31T10_0,1,b'2021-08-18 15:04:05',0,29.743047952651978,26.49996042251587
吉C58538_1,12,b'2021-08-18 15:06:20',1,34.933894872665405,40.166698694229126
宁CZ6067_0,1,b'2021-08-18 15:08:07',1,27.021256685256958,27.833279371261597
宁D7C166_0,1,b'2021-08-18 15:08:44',1,27.25756287574768,29.59998071193695
宁E75079_1,23,b'2021-08-18 15:11:32',1,27.68093705177307,31.150020360946655
宁CBA559_0,1,b'2021-08-18 15:11:38',1,26.81479275226593,26.983319520950317
蒙AU6L07_0,1,b'2021-08-18 15:12:22',1,26.75024449825287,24.39996063709259
鄂E79030_0,1,b'2021-08-18 15:13:13',0,25.728333592414856,26.683319807052612
宁A6Z506_0,1,b'2021-08-18 15:13:47',1,27.16439723968506,27.78330087661743
苏F0FV66_0,1,b'2021-08-18 15:15:12',0,25.68680226802826,28.86665940284729
宁A8W884_0,1,b'2021-08-18 15:20:14',1,26.984853744506836,25.616700053215027
宁AC252B_0,1,b'2021-08-18 15:26:09',1,26.997039914131165,26.25
宁CAM387_0,1,b'2021-08-18 15:26:55',0,25.665101408958435,24.63335931301117
宁BN0585_0,1,b'2021-08-18 15:27:53',1,27.218372225761414,43.43333959579468
宁CB0100_1,3,b'2021-08-18 15:28:50',0,31.863895654678345,32.000041007995605
鲁E791FG_0,1,b'2021-08-18 15:29:08',0,26.823363304138184,27.89993941783905
京CAU681_0,1,b'2021-08-18 15:30:51',1,27.14464008808136,28.333320021629333
宁C55355_0,1,b'2021-08-18 15:33:54',1,26.94161832332611,37.29996085166931
宁CCD361_0,1,b'2021-08-18 15:34:07',1,26.736963987350464,26.666640043258667
宁CDA891_0,1,b'2021-08-18 15:37:01',0,26.325414776802063,26.44998013973236
甘AF7T67_0,1,b'2021-08-18 15:37:15',1,26.8613201379776,26.65001928806305
蒙L64182_1,12,b'2021-08-18 15:40:11',0,34.87705707550049,35.433361530303955
宁A9KQ77_0,1,b'2021-08-18 15:43:18',1,27.0167738199234,25.866599678993225
宁AYN666_0,11,b'2021-08-18 15:46:53',1,30.243340730667114,33.733259439468384
宁A1387C_0,1,b'2021-08-18 15:49:53',0,25.84551215171814,24.28332030773163
宁A320S5_0,11,b'2021-08-18 15:52:30',0,38.552162647247314,34.98335838317871
宁CA1179_1,16,b'2021-08-18 15:53:16',0,37.70751357078552,35.26667833328247
宁A1855C_0,1,b'2021-08-18 15:53:54',1,27.17510998249054,27.733320593833923
宁BCT328_0,1,b'2021-08-18 15:53:56',0,27.25070357322693,25.583340525627136
宁CGJ265_0,1,b'2021-08-18 15:54:31',1,27.08774507045746,28.43340039253235
鲁VC8076_1,12,b'2021-08-18 15:56:39',1,34.756611585617065,64.58333730697632
宁A9HA13_0,1,b'2021-08-18 15:58:03',1,26.581181287765503,36.349979639053345
宁D60500_1,16,b'2021-08-18 15:58:20',1,35.017980337142944,32.46665954589844
晋KD4455_1,16,b'2021-08-18 16:00:03',0,39.32847261428833,38.48334074020386
青A93321_0,1,b'2021-08-18 16:03:14',1,27.1367347240448,23.83332073688507
蒙BJQ139_0,1,b'2021-08-18 16:04:12',1,26.667471528053284,26.08337938785553
宁BAF132_0,1,b'2021-08-18 16:04:24',1,27.10374891757965,26.81670069694519
宁CA6257_1,16,b'2021-08-18 16:05:15',0,36.23004913330078,35.51663875579834
鲁B9197L_0,1,b'2021-08-18 16:07:35',1,26.80018723011017,26.383320093154907
宁CE0809_0,11,b'2021-08-18 16:08:53',0,32.00886368751526,39.06672120094299
宁CDQ506_0,11,b'2021-08-18 16:10:24',1,30.170788764953613,28.483319878578186
青A0C888_0,1,b'2021-08-18 16:15:03',1,27.247290015220642,26.53331995010376
宁BZ6801_0,11,b'2021-08-18 16:15:22',0,35.598567724227905,34.049999713897705
蒙CB6027_0,11,b'2021-08-18 16:16:59',0,36.29583477973938,46.34999871253967
宁EN2115_0,1,b'2021-08-18 16:17:13',0,30.066887140274048,26.81670069694519
甘J6R117_0,1,b'2021-08-18 16:21:31',0,26.92694127559662,24.816720485687256
宁AY290L_0,1,b'2021-08-18 16:24:22',0,25.626888871192932,23.166659474372864
宁EAD783_0,1,b'2021-08-18 16:25:21',0,25.625229477882385,25.08336067199707
甘LW0761_0,1,b'2021-08-18 16:27:23',1,26.63512945175171,25.533299446105957
宁AC8658_1,16,b'2021-08-18 16:29:01',0,36.10152840614319,36.633299589157104
京AXN389_0,1,b'2021-08-18 16:29:34',1,27.07880437374115,27.43332087993622
宁AJ1517_1,12,b'2021-08-18 16:33:33',0,33.47190499305725,60.89994192123413
宁AV050T_0,1,b'2021-08-18 16:34:12',0,25.68339228630066,21.233400106430054
