vehicle_id,vehicle type,time,first appear,pre_sum,label_sum,segment_pre_0,segment_pre_1,segment_pre_2,segment_pre_3,segment_pre_4,segment_label_0,segment_label_1,segment_label_2,segment_label_3,segment_label_4
蒙C32881_1,3,b'2021-07-23 08:46:06',0,34.1531074,42.51666069,1.8079493,3.146082,5.0016,9.617844,16.606419,1.8,3.0499802,5.46666,9,23.20002
宁AH129F_0,1,b'2021-07-23 08:46:31',1,28.22613716,24.94992077,1.5723829,2.6737795,4.102365,7.7222424,13.340846,1.3333199,2.31666,3.64998,6.73332,10.91664
宁DFR229_0,1,b'2021-07-23 08:48:01',0,26.99454904,27.83334017,1.6264739,2.6309938,3.941855,7.0799417,12.281977,1.5,2.59998,4.08336,7.4833198,12.166679
蒙CG2659_0,1,b'2021-07-23 08:51:42',1,27.55224824,24.45006073,1.5905955,2.6338863,4.024876,7.440058,12.787276,1.35,2.26668,3.55002,6.4000196,10.88334
京PEH503_0,1,b'2021-07-23 08:52:38',1,27.71858096,27.0332998,1.5848507,2.6166508,4.1431384,7.5768237,12.856415,1.5666599,2.53332,4.18332,7.5333605,11.2166395
蒙CLW931_0,1,b'2021-07-23 08:53:51',1,27.72661507,53.36663961,1.5844319,2.613311,4.1502705,7.582603,12.840972,1.46664,2.56668,3.9499803,7.23336,38.149982
宁BA101警_3,1,b'2021-07-23 08:58:05',1,27.63609946,27.13331938,1.585233,2.6371877,4.0459,7.5047207,12.886051,1.48332,2.58336,4.09998,7.33332,11.633341
宁BAV132_0,1,b'2021-07-23 09:01:06',1,27.70868182,26.56667948,1.5908267,2.6786776,4.0264173,7.4406357,12.84229,1.41666,2.56668,4.13334,7.23336,11.2166395
宁BF2363_0,1,b'2021-07-23 09:02:31',1,27.98834324,26.66675985,1.5903693,2.7234902,3.980086,7.4556384,13.046286,1.38336,2.50002,3.9333599,6.9,11.95002
蒙AXP271_0,1,b'2021-07-23 09:05:33',1,27.69272804,26.6832608,1.5918943,2.6545415,4.1119823,7.5139294,12.795895,1.41666,2.44998,3.81666,7.16664,11.83332
宁AH812Z_0,1,b'2021-07-23 09:06:31',0,27.11410761,27.09995985,1.6235456,2.6842308,3.874665,6.9632206,12.271894,1.46664,2.55,3.9499803,7.28334,11.85
宁C68242_0,1,b'2021-07-23 09:06:42',1,27.94795811,30.69995999,1.5790503,2.6747363,4.1180553,7.601028,13.02127,1.75002,3.1166399,4.9166403,8.31666,12.599999
宁AF025L_0,1,b'2021-07-23 09:07:12',1,27.67912745,25.76669991,1.5952835,2.660222,4.1033607,7.5047474,12.792112,1.39998,2.4333599,3.78336,7.0333204,11.11668
蒙LFH139_0,1,b'2021-07-23 09:11:45',1,27.92357326,45.73331952,1.5834365,2.6726916,4.161427,7.6355605,13.018852,1.5499799,2.6666398,4.23336,7.4833198,29.80002
宁A2PP82_0,11,b'2021-07-23 09:18:49',0,32.09960818,29.44998085,1.6541524,3.0871272,4.5353374,9.005654,15.877668,1.76664,3.0666602,4.41666,7.56666,12.63336
宁BAP105_0,1,b'2021-07-23 09:20:51',1,27.83078671,27.78324008,1.5881565,2.655245,4.1266093,7.5883627,12.877291,1.61664,2.6666398,4.1666403,7.61664,11.716681
宁BE1210_0,1,b'2021-07-23 09:20:54',1,27.83690214,27.70002007,1.5856494,2.667769,4.117223,7.6073117,12.961192,1.53336,2.6833198,4.15002,7.54998,11.78334
宁AE560P_0,1,b'2021-07-23 09:20:55',1,27.9209733,27.75000036,1.5831243,2.655728,4.171074,7.6691046,12.980755,1.65,2.6833198,4.18332,7.6000195,11.633341
甘EH2042_0,1,b'2021-07-23 09:22:31',1,27.95480847,56.46666169,1.5852857,2.6836178,4.086105,7.6069126,13.033272,1.5666599,2.48334,3.88332,7.2,41.333344
宁CL4626_0,1,b'2021-07-23 09:23:17',0,32.43713737,28.63338053,1.8505646,3.1068769,4.991056,9.311604,15.666412,1.5,2.73336,4.08336,7.84998,12.466681
鲁A8P85J_0,1,b'2021-07-23 09:24:57',1,27.93447018,24.23334002,1.5885737,2.7068648,3.9625754,7.441891,12.978308,1.30002,2.33334,3.75,6.53334,10.316641
宁BQ3817_0,1,b'2021-07-23 09:25:01',1,27.96594143,25.06662011,1.5835723,2.6915638,4.002896,7.508764,12.995203,1.31664,2.46666,3.68334,6.6499796,10.950001
宁AG583D_0,1,b'2021-07-23 09:26:22',0,27.4119401,30.06665826,1.6173038,2.6956098,3.895052,7.141483,12.53081,1.43334,2.51664,3.8999999,7.2,15.01668
宁AQ631E_0,1,b'2021-07-23 09:27:57',0,29.36877251,27.71669984,1.5924643,2.8292005,4.193327,8.098759,14.179714,1.5,2.6500201,3.98334,7.43334,12.15
宁A673V6_0,1,b'2021-07-23 09:29:16',1,27.89313197,28.39998007,1.5839508,2.6654055,4.117073,7.599722,12.958315,1.48332,2.56668,4.13334,7.76664,12.45
宁CC9292_1,16,b'2021-07-23 09:29:31',0,32.56719232,31.18331909,1.8013617,3.1771328,4.838661,9.401974,15.725915,1.66668,2.76666,4.69998,8.449981,13.60002
蒙CE6931_0,1,b'2021-07-23 09:33:39',1,28.16375792,34.33331966,1.577362,2.68794,4.0915728,7.6340065,13.068119,1.45002,2.51664,3.96666,6.91668,19.48332
宁AP112P_0,1,b'2021-07-23 09:33:48',0,28.07125568,29.13329959,1.5846071,2.6850257,4.09193,7.600438,12.99262,1.5666599,2.7,4.24998,7.95,12.666659
宁AMY838_0,1,b'2021-07-23 09:34:21',0,28.12694728,27.43332088,1.5838257,2.667933,4.169697,7.679983,12.990314,1.48332,2.55,3.8999999,7.6000195,11.89998
宁BN8838_0,1,b'2021-07-23 09:34:54',1,28.0557704,25.30002058,1.5812763,2.687301,4.1009493,7.629923,13.040448,1.43334,2.44998,3.81666,6.70002,10.90002
蒙LZR201_0,1,b'2021-07-23 09:35:57',1,27.96026409,51.40001893,1.586134,2.6868281,4.052099,7.5647554,12.957957,1.43334,2.46666,3.7666802,7.0833597,36.64998
宁BX0680_0,1,b'2021-07-23 09:39:53',0,30.68032265,31.84998035,1.7238016,2.8928356,4.6560526,8.644787,14.455565,1.45002,2.51664,3.8999999,6.7666802,17.21664
宁CY7556_0,1,b'2021-07-23 09:43:19',1,28.05768728,28.75002086,1.5824205,2.679332,4.0927916,7.610235,12.985173,1.5,2.6500201,4.01664,7.7500205,12.83334
蒙B5U778_0,1,b'2021-07-23 09:44:12',0,27.9223609,29.40000057,1.5888568,2.6771326,4.088553,7.589742,12.921508,1.51668,2.74998,4.41666,8.03334,12.68334
宁BV9852_0,1,b'2021-07-23 09:44:18',1,27.73892641,26.76660061,1.596186,2.677396,4.0306377,7.4886117,12.804674,1.31664,2.36664,3.88332,7.15002,12.049979
宁BE8795_0,1,b'2021-07-23 09:44:19',0,27.96732545,26.36664033,1.5835569,2.6759448,4.076853,7.581117,12.9347725,1.41666,2.4333599,3.9499803,7.0333204,11.533319
宁AG095H_0,1,b'2021-07-23 09:44:20',1,27.9364872,26.23325944,1.5818468,2.662033,4.120205,7.602107,12.905794,1.35,2.36664,3.79998,7.0333204,11.68332
宁AD303R_0,1,b'2021-07-23 09:44:36',0,27.1784842,27.23339975,1.6218814,2.652243,3.9581628,7.1849256,12.30867,1.45002,2.56668,4.05,7.4500203,11.716681
辽H25851_1,13,b'2021-07-23 09:45:30',1,42.62461424,38.73330116,2.106019,3.8828123,6.010592,10.965598,19.327856,2.0666401,3.45,5.89998,10.233359,17.08332
辽HJ6136_1,13,b'2021-07-23 09:45:38',1,42.52121329,38.68337989,2.1618705,3.8416412,6.09607,11.097157,19.56791,2.05002,3.5166602,5.86668,10.300019,16.95
宁A797H2_0,1,b'2021-07-23 09:47:15',1,28.18305731,28.05006087,1.5743256,2.721496,4.103144,7.655416,13.100506,1.45002,2.53332,3.9333599,7.5333605,12.599999
宁BF2766_0,1,b'2021-07-23 09:52:45',0,27.98916936,33.3166194,1.5803322,2.6799955,4.2002482,7.679004,12.932473,1.38336,2.53332,3.96666,7.16664,18.26664
宁CF01899_4,1,b'2021-07-23 09:54:05',0,27.30535984,26.8167007,1.6145816,2.6685333,4.0813847,7.366064,12.44294,1.43334,2.53332,3.91668,7.15002,11.78334
宁ANT218_0,1,b'2021-07-23 09:54:49',0,27.49626517,44.73335981,1.6122988,2.7015264,3.9924226,7.311772,12.546165,1.51668,2.80002,4.65,8.4666605,27.300001
蒙CWZ076_0,1,b'2021-07-23 09:55:23',1,27.76190221,27.68334031,1.5945934,2.666884,4.1652718,7.563639,12.702887,1.45002,2.6666398,4.2,7.2666597,12.100019
宁B19996_1,2,b'2021-07-23 09:57:42',0,32.44928598,30.26670098,1.7593306,3.0353408,4.8253407,9.095873,15.224625,1.61664,2.80002,4.43334,8.20002,13.21668
蒙L356P2_0,1,b'2021-07-23 10:01:12',1,27.9410398,45.39989948,1.5532283,2.6569426,4.1924944,7.671309,12.920151,1.31664,2.44998,3.8666399,6.73332,31.03332
陕AU8710_1,16,b'2021-07-23 10:03:46',1,39.46021914,43.31663847,2.0373049,3.589623,5.8139544,10.710086,18.852337,2.29998,4.05,6.21666,11.68332,19.066679
陕AW6867_1,16,b'2021-07-23 10:03:47',0,41.93281531,43.3000803,2.22825,3.7973075,6.08898,11.012605,19.65732,2.28336,3.85002,6.4000196,11.650021,19.11666
陕AW9623_1,16,b'2021-07-23 10:04:14',1,40.14143586,42.88331866,2.1781638,3.660028,6.062122,10.985277,19.11745,2.14998,3.75,6.2999997,11.483339,19.199999
陕AV6016_1,16,b'2021-07-23 10:04:35',1,39.44003463,42.76662111,2.1522994,3.6153214,5.96493,10.85112,18.801924,2.14998,3.63336,6.3666596,11.29998,19.316639
宁BU0726_0,11,b'2021-07-23 10:07:34',0,35.02508283,34.799999,1.8941157,3.2470398,5.31928,9.8792515,16.451681,1.9000201,3.31668,5.06664,9.41664,15.100019
蒙LC9297_0,1,b'2021-07-23 10:15:03',1,28.23811233,66.64998293,1.5711448,2.7175496,4.06103,7.598882,13.047395,1.5666599,2.81664,4.51668,7.7999997,49.949997
宁EU8078_0,1,b'2021-07-23 10:17:31',0,27.78916597,25.75002015,1.5942086,2.668987,4.1196346,7.4888043,12.642836,1.38336,2.36664,3.75,6.9,11.350019
宁CJA071_0,1,b'2021-07-23 10:17:54',1,28.04141879,26.63333952,1.5728122,2.6556108,4.243089,7.697407,12.880195,1.51668,2.46666,3.75,7.3000197,11.59998
蒙LEY318_0,1,b'2021-07-23 10:19:36',0,27.31348157,27.56663918,1.6098442,2.6488159,4.066085,7.2980566,12.322741,1.31664,2.16666,3.48336,6.71664,13.88334
贵JA6167_1,16,b'2021-07-23 10:21:39',0,40.73808074,39.89994049,2.168832,3.7062728,5.9798408,10.876914,19.234125,2.0833201,3.49998,5.85,10.54998,17.916658
贵J38791_1,16,b'2021-07-23 10:21:52',0,42.10097551,40.04994035,2.2768452,3.8050563,6.0516906,10.880662,19.639961,2.14998,3.71664,5.91666,10.73334,17.53332
宁A798G6_0,1,b'2021-07-23 10:21:58',1,27.77360916,26.16659939,1.5928508,2.656191,4.1865735,7.5585346,12.665307,1.41666,2.44998,3.8666399,7.11666,11.31666
宁CU6736_0,1,b'2021-07-23 10:22:23',0,28.10518026,27.75005937,1.5874171,2.6428041,4.311282,7.7388463,12.875161,1.45002,2.6333401,4.06668,7.51668,12.08334
辽BM7080_1,13,b'2021-07-23 10:23:24',0,39.94624257,35.00004172,2.1073754,3.6576722,5.9001575,10.848484,18.822159,1.81668,3.1666799,5.1166797,9.49998,15.40002
宁CB0137_0,1,b'2021-07-23 10:25:39',0,27.26043284,25.51661968,1.6237192,2.649609,4.081755,7.2346897,12.204235,1.3333199,2.53332,3.71664,6.98334,10.950001
蒙D91059_1,13,b'2021-07-23 10:26:50',1,42.33914852,68.31672192,2.122623,3.79735,6.0551357,10.9923935,19.4282,2.18334,3.61668,6.1333203,11.20002,45.18336
蒙C0AR01_0,1,b'2021-07-23 10:30:50',1,28.03384066,35.35001993,1.5645978,2.6717184,4.023792,7.4924393,12.817648,1.41666,2.44998,3.9333599,7.13334,20.41668
宁AK3565_1,13,b'2021-07-23 10:31:23',0,31.08416319,33.24996114,1.8106861,3.0509586,4.7713194,8.88187,14.499815,1.8,3.1166399,4.7999997,8.93334,14.599979
川B83211_1,9,b'2021-07-23 10:32:26',1,32.83736587,41.16660118,1.8088876,3.0163312,5.0242524,9.263892,15.145195,2.23332,3.71664,6.1333203,11.083321,18
蒙D88331_1,13,b'2021-07-23 10:32:51',1,41.91382885,62.38326073,2.2723656,3.7205548,6.092911,10.877834,19.374449,2.21664,3.64998,5.96664,10.69998,39.850018
宁BD2555_0,1,b'2021-07-23 10:32:57',1,27.96483994,25.65000057,1.5613778,2.6297517,4.170983,7.602214,12.753221,1.38336,2.46666,3.71664,6.81666,11.26668
蒙AYV554_0,1,b'2021-07-23 10:33:07',1,28.16053033,37.31664062,1.5557307,2.6764026,4.0759144,7.605488,12.970413,1.46664,2.76666,3.98334,7.6499996,21.449999
蒙D89895_1,13,b'2021-07-23 10:33:26',1,41.47338867,61.99997663,2.1633937,3.6824894,5.9933386,10.905098,19.32447,2.14998,3.56664,5.89998,10.75002,39.63336
川ZJ7358_0,1,b'2021-07-23 10:34:12',1,28.1728363,26.34996057,1.5579321,2.6505024,4.206587,7.704402,12.941038,1.41666,2.46666,3.8333397,7.01664,11.61666
甘HJ0101_0,1,b'2021-07-23 10:34:27',1,28.26256871,25.6832993,1.5525084,2.6619115,4.182241,7.7147393,13.027143,1.45002,2.44998,3.8333397,6.94998,10.99998
宁CE8555_1,16,b'2021-07-23 10:36:48',1,39.78225589,34.83330131,2.0521433,3.570466,5.7485843,10.606627,18.785088,1.9333199,3.26664,5.03334,9.41664,15.183359
宁AZ381D_0,1,b'2021-07-23 10:37:43',0,28.10023427,28.0833596,1.5608584,2.6672688,4.040747,7.530114,12.846665,1.51668,2.61666,4.08336,7.76664,12.100019
甘JV4989_0,1,b'2021-07-23 10:39:38',0,33.87287736,43.39998007,1.9731715,3.231489,5.3505325,9.590192,15.791228,1.43334,2.4333599,3.9499803,7.54998,28.03332
宁CFL924_0,1,b'2021-07-23 10:41:18',0,27.33291149,26.64996028,1.6000785,2.6203904,4.0729523,7.2760973,12.236965,1.41666,2.50002,3.8999999,7.16664,11.66664
宁CA0722_0,1,b'2021-07-23 10:41:30',0,28.27926636,36.76655889,1.5494295,2.659404,4.1447964,7.680164,13.000476,1.48332,2.6666398,4.03332,7.76664,20.81664
宁A2726A_0,1,b'2021-07-23 10:43:09',1,27.91648865,43.15001965,1.5685877,2.653911,4.0700727,7.517203,12.748214,1.45002,2.4333599,3.88332,7.18332,28.2
甘AM9809_0,1,b'2021-07-23 10:43:18',1,28.05699885,35.41668177,1.558509,2.655149,4.074622,7.5521894,12.830382,1.45002,2.53332,3.8333397,7.28334,20.31666
宁AR2027_0,1,b'2021-07-23 10:47:11',1,27.96476305,26.93328023,1.5639898,2.669119,4.0957885,7.5515394,12.804692,1.5666599,2.56668,3.9499803,7.09998,11.74998
黑BJ2492_1,12,b'2021-07-23 10:48:47',0,39.97705936,40.43339968,2.1289282,3.625093,5.9093976,10.773901,18.860249,2.11668,3.68334,6.03336,10.83336,17.766659
宁AL8036_0,12,b'2021-07-23 10:51:56',0,42.03377008,35.19995928,2.133038,3.749835,6.0081387,10.838977,19.522821,1.86666,3.28332,5.1,9.51666,15.43332
蒙CEH929_0,1,b'2021-07-23 11:00:03',1,28.37696671,31.33337975,1.5258616,2.6948898,3.9441016,7.4430537,12.995757,1.66668,2.88336,4.81668,8.59998,13.36668
宁AH772W_0,1,b'2021-07-23 11:00:14',1,28.26869845,46.19999886,1.5324093,2.655231,4.1177125,7.63526,12.972385,1.5,2.48334,4.01664,7.4500203,30.75
宁A857B8_0,1,b'2021-07-23 11:01:08',1,28.37492108,28.34994078,1.5270194,2.6768043,4.021363,7.5384746,13.010752,1.5833399,2.6666398,4.13334,7.76664,12.199981
晋MV5690_1,16,b'2021-07-23 11:02:14',0,35.75915337,34.16670084,1.8386494,3.3466847,5.3792777,10.265928,17.158619,1.84998,3.1666799,5.03334,9.16668,14.95002
蒙CBE317_0,1,b'2021-07-23 11:07:05',1,28.25350106,27.61661947,1.5297827,2.6618564,4.0539427,7.558897,12.952087,1.46664,2.59998,4.01664,7.43334,12.100019
宁B0A119_0,1,b'2021-07-23 11:07:17',0,28.22898924,86.11668348,1.5320488,2.6758146,3.9645598,7.4529047,12.903281,1.53336,2.6833198,4.2,7.71666,69.98334
宁ER9800_0,1,b'2021-07-23 11:08:35',1,28.00356388,29.28329945,1.5450106,2.6451674,4.0245585,7.456022,12.723035,1.5,2.7,4.45002,8.2166395,12.41664
宁AG3206_1,16,b'2021-07-23 11:11:09',0,40.57460904,45.70002079,1.9525228,3.6213813,5.761255,10.6140375,18.845224,2.48334,4.28334,6.53334,12.31668,20.08332
甘A66L98_0,1,b'2021-07-23 11:13:09',1,27.99166203,29.63334024,1.5417056,2.6551182,4.0423555,7.5011945,12.819414,1.5666599,2.73336,4.4833198,8.03334,12.81666
蒙CF1330_0,1,b'2021-07-23 11:16:44',1,28.34165096,25.96668005,1.5526557,2.6788826,3.9971085,7.51045,12.9622755,1.43334,2.51664,3.9333599,6.94998,11.13336
蒙LU2570_0,1,b'2021-07-23 11:18:40',0,28.22178662,28.25003922,1.5589665,2.7125225,3.9082692,7.119371,12.634295,1.5499799,2.56668,4.05,7.83336,12.25002
宁AJ1163_1,14,b'2021-07-23 11:24:11',1,40.04878521,39.14999843,1.8893207,3.6223,5.6097183,10.540659,18.344885,1.9000201,3.34998,5.23332,9.63336,19.03332
宁A1JK17_0,11,b'2021-07-23 11:24:18',0,32.43107915,44.21669841,1.6192205,3.0039463,4.633682,9.16749,15.611227,1.84998,3.23334,4.90002,9.08334,25.15002
甘AD5E58_0,1,b'2021-07-23 11:28:09',1,28.20358515,25.65000057,1.5527241,2.6641176,4.038765,7.5369983,12.92262,1.38336,2.53332,3.8999999,6.91668,10.91664
宁ASZ732_0,1,b'2021-07-23 11:29:37',0,28.38997543,58.80000114,1.5485233,2.680647,4.014328,7.5503845,13.024065,1.51668,2.74998,4.28334,7.16664,43.083363
宁DF1555_0,11,b'2021-07-23 11:29:42',1,34.65950847,45.69995999,1.7510753,3.1810186,4.9947166,9.657953,16.610704,1.48332,2.6833198,4.24998,7.83336,29.449982
宁BX2839_0,1,b'2021-07-23 11:29:57',0,28.87817681,26.13342047,1.5385561,2.7253582,4.056276,7.7231393,13.416324,1.35,2.4333599,3.85002,7.15002,11.350019
宁A323E7_0,1,b'2021-07-23 11:30:00',1,28.32526088,25.95000029,1.5794768,2.7036724,4.024664,7.5036726,12.8752,1.51668,2.36664,3.8333397,7.0333204,11.20002
宁CY3259_0,1,b'2021-07-23 11:30:32',1,28.6229825,25.83335996,1.5669125,2.7328894,4.05225,7.637696,13.172358,1.39998,2.48334,3.78336,6.98334,11.18334
贵J38262_1,16,b'2021-07-23 11:37:01',1,40.93206525,38.86662126,1.998807,3.711081,5.7730985,10.689842,18.572336,2.03334,3.5166602,5.83332,10.46664,17.01666
吉AS2916_1,12,b'2021-07-23 11:38:25',0,40.88157892,35.85000157,2.1023169,3.6368086,5.8329782,10.571235,18.956762,1.9166399,3.3833401,5.18334,9.73332,15.633361
鲁CN1689_1,13,b'2021-07-23 11:39:03',1,43.55323434,34.43334103,2.1257205,3.9193394,6.038177,10.808324,19.152044,1.81668,3.1166399,5.18334,9.3,15.01668
宁CJ0306_0,1,b'2021-07-23 11:39:26',1,28.65347028,29.91666019,1.5657635,2.7035015,4.148459,7.7050405,13.115297,1.61664,2.74998,4.41666,8.05002,13.08336
蒙B030R9_0,1,b'2021-07-23 11:40:32',1,28.40156972,72.83339739,1.5765121,2.7205865,4.016709,7.530391,12.980684,1.43334,2.26668,3.63336,6.2333403,59.26668
蒙MAF265_0,1,b'2021-07-23 11:44:00',0,27.84329295,25.95005929,1.6061581,2.6839874,4.030931,7.3246093,12.515522,1.39998,2.4333599,3.68334,7.0833597,11.350019
蒙B96571_1,13,b'2021-07-23 11:46:01',0,45.32541275,182.4166775,2.3499572,4.100891,6.251933,10.566963,19.49388,1.8,3.03336,5.1,9.13332,163.35
宁A678Q7_0,1,b'2021-07-23 11:47:05',1,28.19439232,29.79996085,1.5826927,2.664629,4.0688396,7.569153,12.877726,1.63332,2.88336,4.46664,8.23332,12.58332
宁AN018M_0,1,b'2021-07-23 11:50:50',0,28.42705786,25.94993949,1.578805,2.692519,4.0065637,7.538776,12.987683,1.46664,2.50002,4.09998,7.09998,10.783319
辽HA7871_1,13,b'2021-07-23 11:51:31',1,43.29245925,71.86667919,2.1150699,3.881044,5.9374,10.544735,18.947523,2.1,3.5166602,6.2999997,10.88334,49.06668
川A0FK98_0,1,b'2021-07-23 11:54:51',1,28.22301507,25.3333801,1.5854723,2.663318,4.0769496,7.5598965,12.853021,1.28334,2.3500202,3.85002,6.88332,10.966681
宁DG5329_0,1,b'2021-07-23 11:58:03',0,27.9901439,27.35004008,1.6000013,2.696604,3.878645,7.1940436,12.598087,1.46664,2.55,4.00002,7.3000197,12.03336
宁AA086W_0,1,b'2021-07-23 11:59:19',1,28.33181977,27.93335974,1.5817766,2.6653583,4.073972,7.5715504,12.884596,1.51668,2.53332,4.03332,7.6000195,12.25002
宁AL315P_0,1,b'2021-07-23 11:59:32',0,26.87235832,29.48339939,1.6496621,2.6254475,3.913654,6.724784,11.554958,1.5,2.6500201,4.06668,7.98336,13.2833395
沪C8T2P8_0,1,b'2021-07-23 12:00:53',1,28.26580524,28.81667912,1.5418998,2.6186795,4.1310863,7.6213,12.909547,1.53336,2.59998,4.46664,7.6666794,12.55002
宁CCR727_0,1,b'2021-07-23 12:03:44',1,28.16424787,23.93339932,1.5430973,2.619696,4.0488906,7.531467,12.829714,1.38336,2.61666,3.55002,6.38334,10.00002
宁A6D036_0,1,b'2021-07-23 12:04:44',1,28.24088573,28.75002086,1.5428177,2.6265755,4.0444927,7.538959,12.865555,1.5499799,2.73336,4.15002,7.73334,12.58332
蒙GJN937_0,1,b'2021-07-23 12:04:50',1,28.23077023,68.1499815,1.546855,2.6425421,4.0260344,7.5122986,12.8937645,1.45002,2.53332,3.96666,7.2666597,52.93332
宁E5D877_3,1,b'2021-07-23 12:05:01',0,28.47970963,24.59999979,1.5290612,2.644376,4.09347,7.674898,13.133136,1.46664,2.46666,4.00002,6.85002,9.81666
宁CAL301_0,1,b'2021-07-23 12:10:39',0,28.31413686,26.86667919,1.5322235,2.6312962,4.0652237,7.596901,12.986181,1.41666,2.48334,3.9333599,7.2,11.83332
甘ADC989_0,1,b'2021-07-23 12:12:33',1,28.24528277,47.31659889,1.5427845,2.6255224,4.0731635,7.571828,12.889334,1.69998,2.95002,4.24998,7.6999803,30.71664
冀D8E787_1,16,b'2021-07-23 12:13:52',0,36.90074801,74.21663761,1.971499,3.333367,5.615696,10.459197,17.416666,1.9666799,3.41664,5.38332,9.766681,53.68332
宁CC5163_1,13,b'2021-07-23 12:17:34',0,37.81951904,35.94995856,2.0387096,3.4513843,5.7326016,10.660676,17.840122,1.9166399,3.34998,5.18334,9.55002,15.94998
晋JA8953_1,16,b'2021-07-23 12:18:06',1,40.50841212,41.66670084,1.9299189,3.638071,5.7184844,10.650252,18.416283,2.20002,3.71664,6.31668,11.20002,18.233341
宁A377A3_0,1,b'2021-07-23 12:26:11',1,28.26783657,27.93335974,1.5528157,2.691049,3.9353943,7.397125,12.934009,1.5666599,2.50002,4.31664,7.6000195,11.95002
豫L099D1_0,1,b'2021-07-23 12:27:27',0,28.27239275,40.8166194,1.5534967,2.6927238,3.9745455,7.4505463,12.988239,1.46664,2.51664,3.98334,7.28334,25.56666
宁CBP909_0,1,b'2021-07-23 12:30:09',1,28.17677379,28.98329973,1.5751066,2.6787562,4.021094,7.4943943,12.887098,1.48332,2.55,4.01664,7.71666,13.21668
宁CBF011_0,1,b'2021-07-23 12:30:27',1,28.28956604,29.68337953,1.571523,2.684979,4.0064273,7.481058,12.919128,1.68336,3.28332,4.38336,7.73334,12.599999
宁BC4458_0,1,b'2021-07-23 12:31:19',0,28.14353585,27.31661975,1.5738127,2.6689827,3.9850857,7.424767,12.789067,1.5,2.46666,4.18332,7.5,11.66664
宁CE3500_1,13,b'2021-07-23 12:34:55',0,45.14194608,33.1832993,2.3376796,3.9699469,6.2227674,11.070767,19.801567,1.73334,2.98332,4.9500003,9.04998,14.46666
