vehicle_id,vehicle_type,time,whether_app,pre_sum,label_sum
宁AHX815_0,1,b'2021-08-19 09:28:34',1,16.77508771419525,17.5832998752594
宁A3R276_0,1,b'2021-08-19 09:30:21',0,21.456960439682007,16.883339881896973
宁AC896G_0,1,b'2021-08-19 09:30:42',0,16.624240279197693,16.61664068698883
宁AC233S_0,1,b'2021-08-19 09:30:46',1,18.358803391456604,18.133320808410645
陕KF7033_1,16,b'2021-08-19 09:34:43',1,24.72430944442749,25.48331916332245
宁AA150N_0,11,b'2021-08-19 09:35:49',0,21.827539801597595,20.73330044746399
宁A598H2_0,1,b'2021-08-19 09:37:09',0,17.445858120918274,20.516640543937683
宁AA758U_0,1,b'2021-08-19 09:37:35',0,19.309070706367493,20.349959135055542
宁AYR587_0,1,b'2021-08-19 09:39:42',0,17.26547420024872,17.53331959247589
宁A85579_0,11,b'2021-08-19 09:45:24',0,21.7469984292984,20.23337960243225
宁AE3571_1,16,b'2021-08-19 09:50:16',1,24.013118147850037,26.20001971721649
宁A0KN75_0,1,b'2021-08-19 09:54:20',0,16.838412880897522,16.73327922821045
宁A726S2_0,1,b'2021-08-19 09:59:16',0,17.143723368644714,19.216679334640503
宁A22750_0,1,b'2021-08-19 10:04:55',0,16.657689213752747,16.000020503997803
宁AS559T_0,11,b'2021-08-19 10:05:29',0,19.297987818717957,18.533340096473694
宁A52706_1,12,b'2021-08-19 10:07:27',0,25.099359154701233,23.58329951763153
宁CB6727_0,11,b'2021-08-19 10:08:28',1,21.500612497329712,19.816680550575256
宁A0F753_0,1,b'2021-08-19 10:09:18',0,16.66484534740448,20.050020217895508
豫L821A2_0,1,b'2021-08-19 10:10:07',1,17.83948838710785,18.483359813690186
宁A361A1_0,1,b'2021-08-19 10:19:27',0,18.63132655620575,16.90008044242859
豫HJ4350_1,16,b'2021-08-19 10:21:45',1,24.1608327627182,33.83334159851074
豫HR2695_1,16,b'2021-08-19 10:22:09',1,24.70565378665924,33.31661939620972
宁A203Z3_0,1,b'2021-08-19 10:32:02',1,18.15634310245514,17.866739630699158
宁AG015S_0,1,b'2021-08-19 10:36:58',0,19.699294567108154,20.96664011478424
宁BR8796_0,1,b'2021-08-19 10:50:06',1,17.435232996940613,17.5832998752594
宁A6GR89_0,11,b'2021-08-19 10:51:52',0,21.026852130889893,19.91663932800293
晋AG9676_1,16,b'2021-08-19 11:04:59',1,25.197996497154236,28.8332998752594
宁A597F1_0,1,b'2021-08-19 11:06:07',0,18.70052397251129,22.816620469093323
宁A1HJ82_0,1,b'2021-08-19 11:15:39',0,18.712905049324036,20.783339738845825
宁A8V069_0,1,b'2021-08-19 11:18:12',0,17.188416123390198,29.06663954257965
宁BCM998_0,1,b'2021-08-19 11:20:39',0,17.886804342269897,19.450020790100098
宁A39Q86_0,11,b'2021-08-19 11:22:56',0,19.727244973182678,26.466659903526306
津D04930_0,1,b'2021-08-19 11:26:42',1,17.69649624824524,45.69995999336243
宁APT372_0,1,b'2021-08-19 11:27:04',0,17.2658908367157,17.89997935295105
冀J6X386_1,16,b'2021-08-19 11:31:16',0,26.396151781082153,26.25
渝FGD565_0,1,b'2021-08-19 11:34:59',1,18.32037091255188,17.09994077682495
宁A873Y3_0,1,b'2021-08-19 11:43:27',1,17.858746647834778,20.716620683670044
晋L1F160_0,1,b'2021-08-19 11:44:12',1,18.373848795890808,20.833320021629333
宁A7H539_0,1,b'2021-08-19 11:56:27',0,16.151813864707947,17.58336067199707
陕KH6909_1,16,b'2021-08-19 11:59:16',1,24.42306697368622,23.650020360946655
宁AK097D_0,1,b'2021-08-19 12:02:47',1,18.38342249393463,16.683300733566284
宁AJ5188_1,12,b'2021-08-19 12:06:52',0,22.83170521259308,23.166720271110535
苏GA8200_1,16,b'2021-08-19 12:10:53',1,24.249815940856934,23.783340454101562
宁A6927G_0,1,b'2021-08-19 12:12:17',0,17.823699116706848,35.76665997505188
宁B92658_1,16,b'2021-08-19 12:14:45',1,24.67854917049408,26.133359670639038
甘AG8U12_0,1,b'2021-08-19 12:17:51',1,17.919378876686096,21.399959921836853
鲁J536M0_0,1,b'2021-08-19 12:18:31',1,18.241987824440002,16.383360028266907
冀C67955_1,16,b'2021-08-19 12:21:20',1,24.482973217964172,23.94995927810669
辽A7A31N_0,1,b'2021-08-19 12:22:14',1,18.321611881256104,18.43332052230835
