vehicle_id,vehicle_type,time,whether_app,pre_sum,label_sum
青ANH707_0,1,b'2021-08-18 14:43:22',0,29.831698536872864,29.51669991016388
宁B99275_0,1,b'2021-08-18 14:44:10',1,27.17057704925537,26.749979853630066
宁CGJ993_0,1,b'2021-08-18 14:45:10',1,26.96355164051056,27.349979281425476
宁CER053_0,11,b'2021-08-18 14:45:18',0,41.0689651966095,41.21670126914978
宁C50891_1,2,b'2021-08-18 14:45:37',0,29.684996008872986,32.05001950263977
晋MQ6043_1,12,b'2021-08-18 14:46:25',1,35.47768235206604,38.09993863105774
甘H9L272_0,1,b'2021-08-18 14:47:37',1,27.279717922210693,27.13331937789917
宁C23666_0,1,b'2021-08-18 14:48:23',1,27.154905796051025,25.733399391174316
宁DAG708_0,1,b'2021-08-18 14:53:12',1,27.24248707294464,30.983340740203857
浙DR975X_0,1,b'2021-08-18 14:55:35',0,26.64404332637787,26.01666033267975
宁A9A173_0,1,b'2021-08-18 14:57:21',0,27.936701774597168,31.033319234848022
宁CKW399_0,1,b'2021-08-18 14:57:27',1,27.286704182624817,32.0499587059021
宁BAE198_0,1,b'2021-08-18 15:00:17',1,26.878132224082947,32.50001907348633
宁CU8105_0,1,b'2021-08-18 15:02:25',1,27.152429223060608,29.066700339317322
宁A5AG68_0,1,b'2021-08-18 15:03:58',1,27.04071342945099,25.716660618782043
宁A31T10_0,1,b'2021-08-18 15:04:05',0,30.411958694458008,26.49996042251587
吉C58538_1,12,b'2021-08-18 15:06:20',1,35.43617248535156,40.166698694229126
宁CZ6067_0,1,b'2021-08-18 15:08:07',1,26.94798231124878,27.833279371261597
宁D7C166_0,1,b'2021-08-18 15:08:44',1,27.01359450817108,29.59998071193695
宁E75079_1,23,b'2021-08-18 15:11:32',1,28.696609139442444,31.150020360946655
宁CBA559_0,1,b'2021-08-18 15:11:38',1,27.02022671699524,26.983319520950317
蒙AU6L07_0,1,b'2021-08-18 15:12:22',1,27.08260416984558,24.39996063709259
鄂E79030_0,1,b'2021-08-18 15:13:13',0,26.84121072292328,26.683319807052612
宁A6Z506_0,1,b'2021-08-18 15:13:47',1,27.09065616130829,27.78330087661743
