vehicle_id,vehicle_type,time,whether_app,pre_sum,label_sum
豫A09FQ8_0,11,b'2021-08-19 16:29:44',1,24.383681416511536,26.466659903526306
宁AJ1292_1,16,b'2021-08-19 16:42:53',1,23.137537837028503,25.383299589157104
冀RE6316_1,16,b'2021-08-19 18:12:20',0,23.505735397338867,24.71669912338257
宁CBS808_0,11,b'2021-08-19 18:28:16',0,22.87732422351837,21.866639256477356
宁B97712_1,16,b'2021-08-19 18:32:48',0,22.984399795532227,22.000020146369934
冀JZ1191_1,15,b'2021-08-19 18:44:30',0,23.481515049934387,24.016680121421814
冀A9921Z_1,16,b'2021-08-19 18:51:56',1,22.788997292518616,21.4166396856308
冀JR6512_1,16,b'2021-08-19 19:04:34',0,23.749830722808838,23.86668026447296
冀JR6551_1,16,b'2021-08-19 19:14:24',0,24.885401129722595,23.14997971057892
豫RNM203_1,16,b'2021-08-19 19:43:08',1,23.319464921951294,22.30001986026764
宁A5437F_0,1,b'2021-08-19 19:53:57',1,22.867092490196228,20.333340167999268
冀A9912Z_1,16,b'2021-08-19 20:04:14',0,23.334301114082336,23.483340740203857
鲁JE6607_1,13,b'2021-08-19 20:05:54',1,24.511184692382812,22.599960565567017
宁B97080_1,16,b'2021-08-19 20:08:18',0,21.947044730186462,23.083380460739136
宁A59063_0,11,b'2021-08-19 20:11:43',0,33.64760398864746,34.06674027442932
宁A686D8_0,1,b'2021-08-19 20:20:55',1,22.85145342350006,21.33336067199707
冀JX8319_1,14,b'2021-08-19 20:27:10',0,22.795652747154236,26.56667947769165
陕AW1576_1,14,b'2021-08-19 21:17:05',1,22.891935110092163,22.09998071193695
冀JR6568_1,16,b'2021-08-19 21:17:18',0,24.09653127193451,23.366639614105225
冀RE6311_1,16,b'2021-08-19 21:23:28',0,22.198428511619568,23.516700267791748
豫GG9939_1,16,b'2021-08-19 21:26:47',1,22.987797260284424,20.316660404205322
宁AB2320_1,12,b'2021-08-19 21:32:56',1,23.63705277442932,23.249999284744263
晋M38576_1,14,b'2021-08-19 21:40:42',1,22.66260802745819,23.766660690307617
津C63538_1,16,b'2021-08-19 21:57:23',0,24.107646346092224,22.5833398103714
宁AB9192_1,16,b'2021-08-19 22:52:26',0,23.7847101688385,23.14997971057892
宁A5MN09_0,11,b'2021-08-20 00:11:11',1,25.54886519908905,22.400039434432983
宁AV781B_0,11,b'2021-08-20 05:37:39',1,26.025826334953308,22.25003957748413
宁A20237_0,11,b'2021-08-20 07:14:48',1,27.70183503627777,23.750039935112
冀RE6075_1,16,b'2021-08-20 07:15:58',0,24.460991621017456,22.566660046577454
